DateKey,FullDateKey,DayNumberInWeek,DayName,DayNumber,MonthNumber,YearNumber,WeekNumber,DayWeekType
1101,05.01.2017,4,Thursday,5,1,2017,1,workday
1102,06.01.2017,5,Friday,6,1,2017,1,workday
1103,07.01.2017,6,Saturday,7,1,2017,1,weekend
1104,08.01.2017,7,Sunday,8,1,2017,1,weekend
1105,09.01.2017,1,Monday,9,1,2017,2,workday
1106,10.01.2017,2,Tuesday,10,1,2017,2,workday
1107,11.01.2017,3,Wednesday,11,1,2017,2,workday
1108,12.01.2017,4,Thursday,12,1,2017,2,workday
1109,13.01.2017,5,Friday,13,1,2017,2,workday
1110,14.01.2017,6,Saturday,14,1,2017,2,weekend
1111,15.01.2017,7,Sunday,15,1,2017,2,weekend
1112,16.01.2017,1,Monday,16,1,2017,3,workday
1113,17.01.2017,2,Tuesday,17,1,2017,3,workday
1114,18.01.2017,3,Wednesday,18,1,2017,3,workday
1115,19.01.2017,4,Thursday,19,1,2017,3,workday
1116,20.01.2017,5,Friday,20,1,2017,3,workday
1117,21.01.2017,6,Saturday,21,1,2017,3,weekend
1118,22.01.2017,7,Sunday,22,1,2017,3,weekend
1119,23.01.2017,1,Monday,23,1,2017,4,workday
1120,24.01.2017,2,Tuesday,24,1,2017,4,workday
1121,25.01.2017,3,Wednesday,25,1,2017,4,workday
1122,26.01.2017,4,Thursday,26,1,2017,4,workday
1123,27.01.2017,5,Friday,27,1,2017,4,workday
1124,28.01.2017,6,Saturday,28,1,2017,4,weekend
1125,29.01.2017,7,Sunday,29,1,2017,4,weekend
1126,30.01.2017,1,Monday,30,1,2017,5,workday
1127,31.01.2017,2,Tuesday,31,1,2017,5,workday
1128,01.02.2017,3,Wednesday,1,2,2017,5,workday
1129,02.02.2017,4,Thursday,2,2,2017,5,workday
1130,03.02.2017,5,Friday,3,2,2017,5,workday
1131,04.02.2017,6,Saturday,4,2,2017,5,weekend
1132,05.02.2017,7,Sunday,5,2,2017,5,weekend
1133,06.02.2017,1,Monday,6,2,2017,6,workday
1134,07.02.2017,2,Tuesday,7,2,2017,6,workday
1135,08.02.2017,3,Wednesday,8,2,2017,6,workday
1136,09.02.2017,4,Thursday,9,2,2017,6,workday
1137,10.02.2017,5,Friday,10,2,2017,6,workday
1138,11.02.2017,6,Saturday,11,2,2017,6,weekend
1139,12.02.2017,7,Sunday,12,2,2017,6,weekend
1140,13.02.2017,1,Monday,13,2,2017,7,workday
1141,14.02.2017,2,Tuesday,14,2,2017,7,workday
1142,15.02.2017,3,Wednesday,15,2,2017,7,workday
1143,16.02.2017,4,Thursday,16,2,2017,7,workday
1144,17.02.2017,5,Friday,17,2,2017,7,workday
1145,18.02.2017,6,Saturday,18,2,2017,7,weekend
1146,19.02.2017,7,Sunday,19,2,2017,7,weekend
1147,20.02.2017,1,Monday,20,2,2017,8,workday
1148,21.02.2017,2,Tuesday,21,2,2017,8,workday
1149,22.02.2017,3,Wednesday,22,2,2017,8,workday
1150,23.02.2017,4,Thursday,23,2,2017,8,workday
1151,24.02.2017,5,Friday,24,2,2017,8,workday
1152,25.02.2017,6,Saturday,25,2,2017,8,weekend
1153,26.02.2017,7,Sunday,26,2,2017,8,weekend
1154,27.02.2017,1,Monday,27,2,2017,9,workday
1155,28.02.2017,2,Tuesday,28,2,2017,9,workday
1156,01.03.2017,3,Wednesday,1,3,2017,9,workday
1157,02.03.2017,4,Thursday,2,3,2017,9,workday
1158,03.03.2017,5,Friday,3,3,2017,9,workday
1159,04.03.2017,6,Saturday,4,3,2017,9,weekend
1160,05.03.2017,7,Sunday,5,3,2017,9,weekend
1161,06.03.2017,1,Monday,6,3,2017,10,workday
1162,07.03.2017,2,Tuesday,7,3,2017,10,workday
1163,08.03.2017,3,Wednesday,8,3,2017,10,workday
1164,09.03.2017,4,Thursday,9,3,2017,10,workday
1165,10.03.2017,5,Friday,10,3,2017,10,workday
1166,11.03.2017,6,Saturday,11,3,2017,10,weekend
1167,12.03.2017,7,Sunday,12,3,2017,10,weekend
1168,13.03.2017,1,Monday,13,3,2017,11,workday
1169,14.03.2017,2,Tuesday,14,3,2017,11,workday
1170,15.03.2017,3,Wednesday,15,3,2017,11,workday
1171,16.03.2017,4,Thursday,16,3,2017,11,workday
1172,17.03.2017,5,Friday,17,3,2017,11,workday
1173,18.03.2017,6,Saturday,18,3,2017,11,weekend
1174,19.03.2017,7,Sunday,19,3,2017,11,weekend
1175,20.03.2017,1,Monday,20,3,2017,12,workday
1176,21.03.2017,2,Tuesday,21,3,2017,12,workday
1177,22.03.2017,3,Wednesday,22,3,2017,12,workday
1178,23.03.2017,4,Thursday,23,3,2017,12,workday
1179,24.03.2017,5,Friday,24,3,2017,12,workday
1180,25.03.2017,6,Saturday,25,3,2017,12,weekend
1181,26.03.2017,7,Sunday,26,3,2017,12,weekend
1182,27.03.2017,1,Monday,27,3,2017,13,workday
1183,28.03.2017,2,Tuesday,28,3,2017,13,workday
1184,29.03.2017,3,Wednesday,29,3,2017,13,workday
1185,30.03.2017,4,Thursday,30,3,2017,13,workday
1186,31.03.2017,5,Friday,31,3,2017,13,workday
1187,01.04.2017,6,Saturday,1,4,2017,13,weekend
1188,02.04.2017,7,Sunday,2,4,2017,13,weekend
1189,03.04.2017,1,Monday,3,4,2017,14,workday
1190,04.04.2017,2,Tuesday,4,4,2017,14,workday
1191,05.04.2017,3,Wednesday,5,4,2017,14,workday
1192,06.04.2017,4,Thursday,6,4,2017,14,workday
1193,07.04.2017,5,Friday,7,4,2017,14,workday
1194,08.04.2017,6,Saturday,8,4,2017,14,weekend
1195,09.04.2017,7,Sunday,9,4,2017,14,weekend
1196,10.04.2017,1,Monday,10,4,2017,15,workday
1197,11.04.2017,2,Tuesday,11,4,2017,15,workday
1198,12.04.2017,3,Wednesday,12,4,2017,15,workday
1199,13.04.2017,4,Thursday,13,4,2017,15,workday
1200,14.04.2017,5,Friday,14,4,2017,15,workday
1201,15.04.2017,6,Saturday,15,4,2017,15,weekend
1202,16.04.2017,7,Sunday,16,4,2017,15,weekend
1203,17.04.2017,1,Monday,17,4,2017,16,workday
1204,18.04.2017,2,Tuesday,18,4,2017,16,workday
1205,19.04.2017,3,Wednesday,19,4,2017,16,workday
1206,20.04.2017,4,Thursday,20,4,2017,16,workday
1207,21.04.2017,5,Friday,21,4,2017,16,workday
1208,22.04.2017,6,Saturday,22,4,2017,16,weekend
1209,23.04.2017,7,Sunday,23,4,2017,16,weekend
1210,24.04.2017,1,Monday,24,4,2017,17,workday
1211,25.04.2017,2,Tuesday,25,4,2017,17,workday
1212,26.04.2017,3,Wednesday,26,4,2017,17,workday
1213,27.04.2017,4,Thursday,27,4,2017,17,workday
1214,28.04.2017,5,Friday,28,4,2017,17,workday
1215,29.04.2017,6,Saturday,29,4,2017,17,weekend
1216,30.04.2017,7,Sunday,30,4,2017,17,weekend
1217,01.05.2017,1,Monday,1,5,2017,18,workday
1218,02.05.2017,2,Tuesday,2,5,2017,18,workday
1219,03.05.2017,3,Wednesday,3,5,2017,18,workday
1220,04.05.2017,4,Thursday,4,5,2017,18,workday
1221,05.05.2017,5,Friday,5,5,2017,18,workday
1222,06.05.2017,6,Saturday,6,5,2017,18,weekend
1223,07.05.2017,7,Sunday,7,5,2017,18,weekend
1224,08.05.2017,1,Monday,8,5,2017,19,workday
1225,09.05.2017,2,Tuesday,9,5,2017,19,workday
1226,10.05.2017,3,Wednesday,10,5,2017,19,workday
1227,11.05.2017,4,Thursday,11,5,2017,19,workday
1228,12.05.2017,5,Friday,12,5,2017,19,workday
1229,13.05.2017,6,Saturday,13,5,2017,19,weekend
1230,14.05.2017,7,Sunday,14,5,2017,19,weekend
1231,15.05.2017,1,Monday,15,5,2017,20,workday
1232,16.05.2017,2,Tuesday,16,5,2017,20,workday
1233,17.05.2017,3,Wednesday,17,5,2017,20,workday
1234,18.05.2017,4,Thursday,18,5,2017,20,workday
1235,19.05.2017,5,Friday,19,5,2017,20,workday
1236,20.05.2017,6,Saturday,20,5,2017,20,weekend
1237,21.05.2017,7,Sunday,21,5,2017,20,weekend
1238,22.05.2017,1,Monday,22,5,2017,21,workday
1239,23.05.2017,2,Tuesday,23,5,2017,21,workday
1240,24.05.2017,3,Wednesday,24,5,2017,21,workday
1241,25.05.2017,4,Thursday,25,5,2017,21,workday
1242,26.05.2017,5,Friday,26,5,2017,21,workday
1243,27.05.2017,6,Saturday,27,5,2017,21,weekend
1244,28.05.2017,7,Sunday,28,5,2017,21,weekend
1245,29.05.2017,1,Monday,29,5,2017,22,workday
1246,30.05.2017,2,Tuesday,30,5,2017,22,workday
1247,31.05.2017,3,Wednesday,31,5,2017,22,workday
1248,01.06.2017,4,Thursday,1,6,2017,22,workday
1249,02.06.2017,5,Friday,2,6,2017,22,workday
1250,03.06.2017,6,Saturday,3,6,2017,22,weekend
1251,04.06.2017,7,Sunday,4,6,2017,22,weekend
1252,05.06.2017,1,Monday,5,6,2017,23,workday
1253,06.06.2017,2,Tuesday,6,6,2017,23,workday
1254,07.06.2017,3,Wednesday,7,6,2017,23,workday
1255,08.06.2017,4,Thursday,8,6,2017,23,workday
1256,09.06.2017,5,Friday,9,6,2017,23,workday
1257,10.06.2017,6,Saturday,10,6,2017,23,weekend
1258,11.06.2017,7,Sunday,11,6,2017,23,weekend
1259,12.06.2017,1,Monday,12,6,2017,24,workday
1260,13.06.2017,2,Tuesday,13,6,2017,24,workday
1261,14.06.2017,3,Wednesday,14,6,2017,24,workday
1262,15.06.2017,4,Thursday,15,6,2017,24,workday
1263,16.06.2017,5,Friday,16,6,2017,24,workday
1264,17.06.2017,6,Saturday,17,6,2017,24,weekend
1265,18.06.2017,7,Sunday,18,6,2017,24,weekend
1266,19.06.2017,1,Monday,19,6,2017,25,workday
1267,20.06.2017,2,Tuesday,20,6,2017,25,workday
1268,21.06.2017,3,Wednesday,21,6,2017,25,workday
1269,22.06.2017,4,Thursday,22,6,2017,25,workday
1270,23.06.2017,5,Friday,23,6,2017,25,workday
1271,24.06.2017,6,Saturday,24,6,2017,25,weekend
1272,25.06.2017,7,Sunday,25,6,2017,25,weekend
1273,26.06.2017,1,Monday,26,6,2017,26,workday
1274,27.06.2017,2,Tuesday,27,6,2017,26,workday
1275,28.06.2017,3,Wednesday,28,6,2017,26,workday
1276,29.06.2017,4,Thursday,29,6,2017,26,workday
1277,30.06.2017,5,Friday,30,6,2017,26,workday
1278,01.07.2017,6,Saturday,1,7,2017,26,weekend
1279,02.07.2017,7,Sunday,2,7,2017,26,weekend
1280,03.07.2017,1,Monday,3,7,2017,27,workday
1281,04.07.2017,2,Tuesday,4,7,2017,27,workday
1282,05.07.2017,3,Wednesday,5,7,2017,27,workday
1283,06.07.2017,4,Thursday,6,7,2017,27,workday
1284,07.07.2017,5,Friday,7,7,2017,27,workday
1285,08.07.2017,6,Saturday,8,7,2017,27,weekend
1286,09.07.2017,7,Sunday,9,7,2017,27,weekend
1287,10.07.2017,1,Monday,10,7,2017,28,workday
1288,11.07.2017,2,Tuesday,11,7,2017,28,workday
1289,12.07.2017,3,Wednesday,12,7,2017,28,workday
1290,13.07.2017,4,Thursday,13,7,2017,28,workday
1291,14.07.2017,5,Friday,14,7,2017,28,workday
1292,15.07.2017,6,Saturday,15,7,2017,28,weekend
1293,16.07.2017,7,Sunday,16,7,2017,28,weekend
1294,17.07.2017,1,Monday,17,7,2017,29,workday
1295,18.07.2017,2,Tuesday,18,7,2017,29,workday
1296,19.07.2017,3,Wednesday,19,7,2017,29,workday
1297,20.07.2017,4,Thursday,20,7,2017,29,workday
1298,21.07.2017,5,Friday,21,7,2017,29,workday
1299,22.07.2017,6,Saturday,22,7,2017,29,weekend
1300,23.07.2017,7,Sunday,23,7,2017,29,weekend
1301,24.07.2017,1,Monday,24,7,2017,30,workday
1302,25.07.2017,2,Tuesday,25,7,2017,30,workday
1303,26.07.2017,3,Wednesday,26,7,2017,30,workday
1304,27.07.2017,4,Thursday,27,7,2017,30,workday
1305,28.07.2017,5,Friday,28,7,2017,30,workday
1306,29.07.2017,6,Saturday,29,7,2017,30,weekend
1307,30.07.2017,7,Sunday,30,7,2017,30,weekend
1308,31.07.2017,1,Monday,31,7,2017,31,workday
1309,01.08.2017,2,Tuesday,1,8,2017,31,workday
1310,02.08.2017,3,Wednesday,2,8,2017,31,workday
1311,03.08.2017,4,Thursday,3,8,2017,31,workday
1312,04.08.2017,5,Friday,4,8,2017,31,workday
1313,05.08.2017,6,Saturday,5,8,2017,31,weekend
1314,06.08.2017,7,Sunday,6,8,2017,31,weekend
1315,07.08.2017,1,Monday,7,8,2017,32,workday
1316,08.08.2017,2,Tuesday,8,8,2017,32,workday
1317,09.08.2017,3,Wednesday,9,8,2017,32,workday
1318,10.08.2017,4,Thursday,10,8,2017,32,workday
1319,11.08.2017,5,Friday,11,8,2017,32,workday
1320,12.08.2017,6,Saturday,12,8,2017,32,weekend
1321,13.08.2017,7,Sunday,13,8,2017,32,weekend
1322,14.08.2017,1,Monday,14,8,2017,33,workday
1323,15.08.2017,2,Tuesday,15,8,2017,33,workday
1324,16.08.2017,3,Wednesday,16,8,2017,33,workday
1325,17.08.2017,4,Thursday,17,8,2017,33,workday
1326,18.08.2017,5,Friday,18,8,2017,33,workday
1327,19.08.2017,6,Saturday,19,8,2017,33,weekend
1328,20.08.2017,7,Sunday,20,8,2017,33,weekend
1329,21.08.2017,1,Monday,21,8,2017,34,workday
1330,22.08.2017,2,Tuesday,22,8,2017,34,workday
1331,23.08.2017,3,Wednesday,23,8,2017,34,workday
1332,24.08.2017,4,Thursday,24,8,2017,34,workday
1333,25.08.2017,5,Friday,25,8,2017,34,workday
1334,26.08.2017,6,Saturday,26,8,2017,34,weekend
1335,27.08.2017,7,Sunday,27,8,2017,34,weekend
1336,28.08.2017,1,Monday,28,8,2017,35,workday
1337,29.08.2017,2,Tuesday,29,8,2017,35,workday
1338,30.08.2017,3,Wednesday,30,8,2017,35,workday
1339,31.08.2017,4,Thursday,31,8,2017,35,workday
1340,01.09.2017,5,Friday,1,9,2017,35,workday
1341,02.09.2017,6,Saturday,2,9,2017,35,weekend
1342,03.09.2017,7,Sunday,3,9,2017,35,weekend
1343,04.09.2017,1,Monday,4,9,2017,36,workday
1344,05.09.2017,2,Tuesday,5,9,2017,36,workday
1345,06.09.2017,3,Wednesday,6,9,2017,36,workday
1346,07.09.2017,4,Thursday,7,9,2017,36,workday
1347,08.09.2017,5,Friday,8,9,2017,36,workday
1348,09.09.2017,6,Saturday,9,9,2017,36,weekend
1349,10.09.2017,7,Sunday,10,9,2017,36,weekend
1350,11.09.2017,1,Monday,11,9,2017,37,workday
1351,12.09.2017,2,Tuesday,12,9,2017,37,workday
1352,13.09.2017,3,Wednesday,13,9,2017,37,workday
1353,14.09.2017,4,Thursday,14,9,2017,37,workday
1354,15.09.2017,5,Friday,15,9,2017,37,workday
1355,16.09.2017,6,Saturday,16,9,2017,37,weekend
1356,17.09.2017,7,Sunday,17,9,2017,37,weekend
1357,18.09.2017,1,Monday,18,9,2017,38,workday
1358,19.09.2017,2,Tuesday,19,9,2017,38,workday
1359,20.09.2017,3,Wednesday,20,9,2017,38,workday
1360,21.09.2017,4,Thursday,21,9,2017,38,workday
1361,22.09.2017,5,Friday,22,9,2017,38,workday
1362,23.09.2017,6,Saturday,23,9,2017,38,weekend
1363,24.09.2017,7,Sunday,24,9,2017,38,weekend
1364,25.09.2017,1,Monday,25,9,2017,39,workday
1365,26.09.2017,2,Tuesday,26,9,2017,39,workday
1366,27.09.2017,3,Wednesday,27,9,2017,39,workday
1367,28.09.2017,4,Thursday,28,9,2017,39,workday
1368,29.09.2017,5,Friday,29,9,2017,39,workday
1369,30.09.2017,6,Saturday,30,9,2017,39,weekend
1370,01.10.2017,7,Sunday,1,10,2017,39,weekend
1371,02.10.2017,1,Monday,2,10,2017,40,workday
1372,03.10.2017,2,Tuesday,3,10,2017,40,workday
1373,04.10.2017,3,Wednesday,4,10,2017,40,workday
1374,05.10.2017,4,Thursday,5,10,2017,40,workday
1375,06.10.2017,5,Friday,6,10,2017,40,workday
1376,07.10.2017,6,Saturday,7,10,2017,40,weekend
1377,08.10.2017,7,Sunday,8,10,2017,40,weekend
1378,09.10.2017,1,Monday,9,10,2017,41,workday
1379,10.10.2017,2,Tuesday,10,10,2017,41,workday
1380,11.10.2017,3,Wednesday,11,10,2017,41,workday
1381,12.10.2017,4,Thursday,12,10,2017,41,workday
1382,13.10.2017,5,Friday,13,10,2017,41,workday
1383,14.10.2017,6,Saturday,14,10,2017,41,weekend
1384,15.10.2017,7,Sunday,15,10,2017,41,weekend
1385,16.10.2017,1,Monday,16,10,2017,42,workday
1386,17.10.2017,2,Tuesday,17,10,2017,42,workday
1387,18.10.2017,3,Wednesday,18,10,2017,42,workday
1388,19.10.2017,4,Thursday,19,10,2017,42,workday
1389,20.10.2017,5,Friday,20,10,2017,42,workday
1390,21.10.2017,6,Saturday,21,10,2017,42,weekend
1391,22.10.2017,7,Sunday,22,10,2017,42,weekend
1392,23.10.2017,1,Monday,23,10,2017,43,workday
1393,24.10.2017,2,Tuesday,24,10,2017,43,workday
1394,25.10.2017,3,Wednesday,25,10,2017,43,workday
1395,26.10.2017,4,Thursday,26,10,2017,43,workday
1396,27.10.2017,5,Friday,27,10,2017,43,workday
1397,28.10.2017,6,Saturday,28,10,2017,43,weekend
1398,29.10.2017,7,Sunday,29,10,2017,43,weekend
1399,30.10.2017,1,Monday,30,10,2017,44,workday
1400,31.10.2017,2,Tuesday,31,10,2017,44,workday
1401,01.11.2017,3,Wednesday,1,11,2017,44,workday
1402,02.11.2017,4,Thursday,2,11,2017,44,workday
1403,03.11.2017,5,Friday,3,11,2017,44,workday
1404,04.11.2017,6,Saturday,4,11,2017,44,weekend
1405,05.11.2017,7,Sunday,5,11,2017,44,weekend
1406,06.11.2017,1,Monday,6,11,2017,45,workday
1407,07.11.2017,2,Tuesday,7,11,2017,45,workday
1408,08.11.2017,3,Wednesday,8,11,2017,45,workday
1409,09.11.2017,4,Thursday,9,11,2017,45,workday
1410,10.11.2017,5,Friday,10,11,2017,45,workday
1411,11.11.2017,6,Saturday,11,11,2017,45,weekend
1412,12.11.2017,7,Sunday,12,11,2017,45,weekend
1413,13.11.2017,1,Monday,13,11,2017,46,workday
1414,14.11.2017,2,Tuesday,14,11,2017,46,workday
1415,15.11.2017,3,Wednesday,15,11,2017,46,workday
1416,16.11.2017,4,Thursday,16,11,2017,46,workday
1417,17.11.2017,5,Friday,17,11,2017,46,workday
1418,18.11.2017,6,Saturday,18,11,2017,46,weekend
1419,19.11.2017,7,Sunday,19,11,2017,46,weekend
1420,20.11.2017,1,Monday,20,11,2017,47,workday
1421,21.11.2017,2,Tuesday,21,11,2017,47,workday
1422,22.11.2017,3,Wednesday,22,11,2017,47,workday
1423,23.11.2017,4,Thursday,23,11,2017,47,workday
1424,24.11.2017,5,Friday,24,11,2017,47,workday
1425,25.11.2017,6,Saturday,25,11,2017,47,weekend
1426,26.11.2017,7,Sunday,26,11,2017,47,weekend
1427,27.11.2017,1,Monday,27,11,2017,48,workday
1428,28.11.2017,2,Tuesday,28,11,2017,48,workday
1429,29.11.2017,3,Wednesday,29,11,2017,48,workday
1430,30.11.2017,4,Thursday,30,11,2017,48,workday
1431,01.12.2017,5,Friday,1,12,2017,48,workday
1432,02.12.2017,6,Saturday,2,12,2017,48,weekend
1433,03.12.2017,7,Sunday,3,12,2017,48,weekend
1434,04.12.2017,1,Monday,4,12,2017,49,workday
1435,05.12.2017,2,Tuesday,5,12,2017,49,workday
1436,06.12.2017,3,Wednesday,6,12,2017,49,workday
1437,07.12.2017,4,Thursday,7,12,2017,49,workday
1438,08.12.2017,5,Friday,8,12,2017,49,workday
1439,09.12.2017,6,Saturday,9,12,2017,49,weekend
1440,10.12.2017,7,Sunday,10,12,2017,49,weekend
1441,11.12.2017,1,Monday,11,12,2017,50,workday
1442,12.12.2017,2,Tuesday,12,12,2017,50,workday
1443,13.12.2017,3,Wednesday,13,12,2017,50,workday
1444,14.12.2017,4,Thursday,14,12,2017,50,workday
1445,15.12.2017,5,Friday,15,12,2017,50,workday
1446,16.12.2017,6,Saturday,16,12,2017,50,weekend
1447,17.12.2017,7,Sunday,17,12,2017,50,weekend
1448,18.12.2017,1,Monday,18,12,2017,51,workday
1449,19.12.2017,2,Tuesday,19,12,2017,51,workday
1450,20.12.2017,3,Wednesday,20,12,2017,51,workday
1451,21.12.2017,4,Thursday,21,12,2017,51,workday
1452,22.12.2017,5,Friday,22,12,2017,51,workday
1453,23.12.2017,6,Saturday,23,12,2017,51,weekend
1454,24.12.2017,7,Sunday,24,12,2017,51,weekend
1455,25.12.2017,1,Monday,25,12,2017,52,workday
1456,26.12.2017,2,Tuesday,26,12,2017,52,workday
1457,27.12.2017,3,Wednesday,27,12,2017,52,workday
1458,28.12.2017,4,Thursday,28,12,2017,52,workday
1459,29.12.2017,5,Friday,29,12,2017,52,workday
1460,30.12.2017,6,Saturday,30,12,2017,52,weekend
1461,31.12.2017,7,Sunday,31,12,2017,52,weekend